id,prob
100237,0.7203195
100238,0.41740826
100239,0.8120712
100240,0.4634163
100241,0.61129385
100242,0.47136354
100243,0.50663793
100244,0.27329624
100245,0.69449097
100246,0.5034644
100247,0.71702534
100248,0.3021163
100249,0.7753546
100250,0.4696902
100251,0.8014437
100252,0.7065874
100253,0.8076154
100254,0.31808335
100255,0.53035897
100256,0.571526
100257,0.2862029
100258,0.83699304
100259,0.63987017
100260,0.83302414
100261,0.35676265
100262,0.5783241
100263,0.4915657
100264,0.43347347
100265,0.7676439
100266,0.62950295
100267,0.74406457
100268,0.8412607
100269,0.71320814
100270,0.61245996
100271,0.307247
100272,0.2808541
100273,0.49649754
100274,0.8021123
100275,0.3520178
100276,0.821643
100277,0.2658634
100278,0.43392873
100279,0.3805341
100280,0.5278113
100281,0.6684079
100282,0.41654325
100283,0.4425854
100284,0.7619006
100285,0.76889586
100286,0.36881974
100287,0.25052002
100288,0.8363048
100289,0.32116467
100290,0.82207084
100291,0.6102236
100292,0.76604766
100293,0.5031654
100294,0.5202991
100295,0.49533388
100296,0.82666713
100297,0.814691
100298,0.7372382
100299,0.4173247
100300,0.6972982
100301,0.39819536
100302,0.8375621
100303,0.84620714
100304,0.49332842
100305,0.4941133
100306,0.34375417
100307,0.8201457
100308,0.718678
100309,0.8049533
100310,0.77039206
100311,0.65470856
100312,0.78209525
100313,0.42982838
100314,0.63636136
100315,0.7335705
100316,0.78026193
100317,0.4387565
100318,0.67077893
100319,0.28841892
100320,0.8030493
100321,0.564837
100322,0.7944267
100323,0.6150205
100324,0.34196693
100325,0.7966441
100326,0.7841244
100327,0.846103
100328,0.56460255
100329,0.77479255
100330,0.82667094
100331,0.6272435
100332,0.82409596
100333,0.6414069
100334,0.8325836
100335,0.5388515
100336,0.31132546
100337,0.74245846
100338,0.5342967
100339,0.82939017
100340,0.73442847
100341,0.70941305
100342,0.2849841
100343,0.7717025
100344,0.31514183
100345,0.8214189
100346,0.33317256
100347,0.7038639
100348,0.68370163
100349,0.63490266
100350,0.4239551
100351,0.485623
100352,0.77541035
100353,0.71386325
100354,0.84606206
100355,0.2515893
100356,0.82703304
100357,0.81225634
100358,0.8447925
100359,0.83944464
100360,0.5710931
100361,0.4158103
100362,0.41021475
100363,0.39292428
100364,0.6393187
100365,0.48321217
100366,0.764217
100367,0.8456803
100368,0.37595928
100369,0.24823801
100370,0.64768165
100371,0.8367596
100372,0.8452651
100373,0.74666166
100374,0.75098705
100375,0.30467066
100376,0.687531
100377,0.39155212
100378,0.66030425
100379,0.7784901
100380,0.8428967
100381,0.8062297
100382,0.6529562
100383,0.65569466
100384,0.6744378
100385,0.3054313
100386,0.58946234
100387,0.78340995
100388,0.35463375
100389,0.47277978
100390,0.30194086
100391,0.3760742
100392,0.6182658
100393,0.8267394
100394,0.7542424
100395,0.83042437
100396,0.59474105
100397,0.57578516
100398,0.8457944
100399,0.8290859
100400,0.44057602
100401,0.8138685
100402,0.8159907
100403,0.43516356
100404,0.8202204
100405,0.54117656
100406,0.8231811
100407,0.8095641
100408,0.82607096
100409,0.23754244
100410,0.74455535
100411,0.78908414
100412,0.37338257
100413,0.35056037
100414,0.63037175
100415,0.7428614
100416,0.5300406
100417,0.74659353
100418,0.3825982
100419,0.49742708
100420,0.44070092
100421,0.8056116
100422,0.4164717
100423,0.829792
100424,0.37153915
100425,0.8078044
100426,0.58475465
100427,0.32741767
100428,0.8182286
100429,0.8344586
100430,0.74827355
100431,0.8456574
100432,0.83787704
100433,0.31273347
100434,0.48811138
100435,0.78598756
100436,0.23295115
100437,0.36043292
100438,0.8186299
100439,0.81963396
100440,0.83516264
100441,0.84132344
100442,0.7946934
100443,0.53633785
100444,0.80940616
100445,0.5963317
100446,0.7875175
100447,0.80528545
100448,0.7116955
100449,0.70515275
100450,0.30848762
100451,0.63399166
100452,0.67367244
100453,0.8459014
100454,0.77749765
100455,0.6306891
100456,0.7236913
100457,0.7897573
100458,0.34051308
100459,0.30263242
100460,0.8219138
100461,0.8268046
100462,0.56940407
100463,0.71474224
100464,0.8454133
100465,0.4471697
100466,0.53970367
100467,0.7788057
100468,0.62798506
100469,0.81214535
100470,0.6762745
100471,0.8024696
100472,0.80401874
100473,0.73200643
100474,0.37037438
100475,0.7058996
100476,0.8028857
100477,0.27872193
100478,0.31727198
100479,0.4018239
100480,0.50342077
100481,0.8125954
100482,0.8120468
100483,0.41527626
100484,0.67964643
100485,0.7160108
100486,0.82424223
100487,0.69845563
100488,0.8091011
100489,0.50616014
100490,0.27971494
100491,0.4815743
100492,0.36357558
100493,0.8187189
100494,0.5560438
100495,0.51205164
100496,0.84297043
100497,0.7716917
100498,0.7183757
100499,0.76492745
100500,0.6153098
100501,0.40628716
100502,0.53043336
100503,0.7205142
100504,0.7197607
100505,0.28727308
100506,0.6574067
100507,0.8380627
100508,0.8214271
100509,0.8422366
100510,0.59808177
100511,0.27004611
100512,0.584096
100513,0.7993493
100514,0.63389504
100515,0.84336674
100516,0.30677772
100517,0.36854044
100518,0.7778431
100519,0.29595807
100520,0.75487196
100521,0.41261017
100522,0.80122143
100523,0.8357378
100524,0.75654685
100525,0.84513456
100526,0.81455
100527,0.5454804
100528,0.723144
100529,0.7047219
100530,0.83485746
100531,0.59910244
100532,0.33543238
100533,0.83216214
100534,0.41924635
100535,0.55002815
100536,0.72983783
100537,0.5616596
100538,0.79664195
100539,0.3476503
100540,0.8030744
100541,0.22226495
100542,0.6278236
100543,0.83523566
100544,0.8123528
100545,0.60597605
100546,0.84529674
100547,0.7044937
100548,0.35160083
100549,0.8385124
100550,0.78695005
100551,0.68745196
100552,0.8079938
100553,0.31994978
100554,0.7686051
100555,0.4625928
100556,0.73236734
100557,0.8238486
100558,0.83472633
100559,0.76131654
100560,0.32047585
100561,0.8093876
100562,0.6979755
100563,0.8099113
100564,0.7918384
100565,0.7482061
100566,0.54861605
100567,0.7962182
100568,0.82107186
100569,0.80226743
100570,0.38038877
100571,0.840893
100572,0.32042897
100573,0.8432047
100574,0.6694907
100575,0.8296235
100576,0.3622667
100577,0.8046837
100578,0.84418476
100579,0.8412834
100580,0.72964776
100581,0.80869627
100582,0.82543135
100583,0.61558944
100584,0.7796611
100585,0.38963246
100586,0.77357614
100587,0.30668035
100588,0.7978903
100589,0.6567661
100590,0.31942204
100591,0.7825731
100592,0.70181406
100593,0.4937378
100594,0.7685172
100595,0.7906121
100596,0.35823163
100597,0.8459765
100598,0.60514164
100599,0.8333216
100600,0.7854646
100601,0.84526724
100602,0.68484294
100603,0.78439003
100604,0.25645274
100605,0.7755111
100606,0.43321088
100607,0.7805629
100608,0.77369076
100609,0.58761215
100610,0.7812755
100611,0.7396255
100612,0.8275136
100613,0.45161015
100614,0.6615175
100615,0.35337973
100616,0.7952395
100617,0.45275968
100618,0.46522433
100619,0.8019842
100620,0.8214311
100621,0.83522373
100622,0.8447606
100623,0.78602433
100624,0.7005636
100625,0.8276835
100626,0.501772
100627,0.84110165
100628,0.7573719
100629,0.41814718
100630,0.32040778
100631,0.8344892
100632,0.80180246
100633,0.7771915
100634,0.4605093
100635,0.81220657
100636,0.39028984
100637,0.8259757
100638,0.64621645
100639,0.7884275
100640,0.70046246
100641,0.38925287
100642,0.79797214
100643,0.6881341
100644,0.45885068
100645,0.61808354
100646,0.51725256
100647,0.7481352
100648,0.3153003
100649,0.33147636
100650,0.46837878
100651,0.3992989
100652,0.8353216
100653,0.68808866
100654,0.8304931
100655,0.264378
100656,0.3351021
100657,0.5363724
100658,0.8008822
100659,0.8333806
100660,0.45851144
100661,0.73543215
100662,0.5673616
100663,0.8112432
100664,0.60988194
100665,0.45035684
100666,0.27791172
100667,0.59846884
100668,0.6849665
100669,0.42847022
100670,0.51917017
100671,0.37829867
100672,0.32264948
100673,0.34447777
100674,0.8022877
100675,0.709853
100676,0.3059204
100677,0.83641034
100678,0.27510887
100679,0.82649183
100680,0.78137213
100681,0.8100292
100682,0.7588649
100683,0.6196072
100684,0.36770675
100685,0.83238244
100686,0.6606741
100687,0.72057444
100688,0.29656863
100689,0.6003519
100690,0.8446391
100691,0.80613333
100692,0.7061081
100693,0.7378772
100694,0.47140253
100695,0.84080374
100696,0.7140319
100697,0.3370626
100698,0.6631897
100699,0.84543675
100700,0.4267244
100701,0.78395486
100702,0.42615643
100703,0.82457215
100704,0.27676842
100705,0.7259567
100706,0.3477764
100707,0.8420112
100708,0.5424323
100709,0.80428684
100710,0.6306695
100711,0.8130979
100712,0.8445157
100713,0.8040166
100714,0.84604514
100715,0.47110116
100716,0.6394531
100717,0.82843304
100718,0.37427428
100719,0.7874377
100720,0.8133431
100721,0.7970638
100722,0.7274155
100723,0.711497
100724,0.8028692
100725,0.73661554
100726,0.823895
100727,0.29531166
100728,0.8187737
100729,0.3577504
100730,0.30429512
100731,0.53773
100732,0.79054224
100733,0.42949915
100734,0.82632226
100735,0.84477127
100736,0.47290918
100737,0.6659144
100738,0.8438293
100739,0.6907885
100740,0.33376908
100741,0.8274529
100742,0.7511733
100743,0.75961995
100744,0.77118987
100745,0.75952864
100746,0.38926032
100747,0.8122933
100748,0.6933257
100749,0.54046035
100750,0.81885374
100751,0.84292597
100752,0.73875487
100753,0.34376243
100754,0.30949238
100755,0.7732773
100756,0.83828825
100757,0.82309556
100758,0.36232302
100759,0.74035114
100760,0.4248737
100761,0.52978545
100762,0.3965974
100763,0.84562486
100764,0.6849431
100765,0.8196518
100766,0.56806046
100767,0.35172907
100768,0.8043089
100769,0.8450004
100770,0.84610254
100771,0.8110372
100772,0.7928533
100773,0.52724826
100774,0.84551346
100775,0.43106574
100776,0.47759345
100777,0.51842564
100778,0.34945643
100779,0.22402862
100780,0.6611661
100781,0.8426642
100782,0.8445757
100783,0.2571945
100784,0.74266106
100785,0.8373019
100786,0.82778895
100787,0.34757927
100788,0.7679963
100789,0.8421067
100790,0.7038677
100791,0.4912663
100792,0.7852562
100793,0.8456329
100794,0.55525166
100795,0.50652426
100796,0.685763
100797,0.26754582
100798,0.3652859
100799,0.6714902
100800,0.59437793
100801,0.65130407
100802,0.39317608
100803,0.40266094
100804,0.7944035
100805,0.7622601
100806,0.83711
100807,0.3739266
100808,0.81533325
100809,0.83458686
100810,0.708577
100811,0.84620714
100812,0.50058335
100813,0.7535044
100814,0.78176504
100815,0.30212975
100816,0.41878238
100817,0.82230395
100818,0.26365104
100819,0.8297334
100820,0.5783505
100821,0.7436261
100822,0.7641618
100823,0.7061955
100824,0.467953
100825,0.7834849
100826,0.66431165
100827,0.8334838
100828,0.38693383
100829,0.79307544
100830,0.6961489
100831,0.778645
100832,0.56846046
100833,0.5628907
100834,0.48153448
100835,0.7089055
100836,0.81112194
100837,0.60869986
100838,0.38023302
100839,0.49378592
100840,0.72854763
100841,0.684539
100842,0.43734547
100843,0.75707763
100844,0.6613014
100845,0.6214424
100846,0.28677657
100847,0.73385715
100848,0.7418371
100849,0.7661838
100850,0.26778084
100851,0.27841118
100852,0.68994063
100853,0.61472565
100854,0.23832534
100855,0.57454693
100856,0.5392672
100857,0.3744277
100858,0.67251354
100859,0.76813495
100860,0.83382535
100861,0.67484474
100862,0.6991037
100863,0.52711046
100864,0.8438665
100865,0.44666165
100866,0.25482702
100867,0.73197454
100868,0.5091595
100869,0.7261767
100870,0.7419262
100871,0.80842745
100872,0.6890884
100873,0.36920834
100874,0.53389037
100875,0.8273403
100876,0.8413902
100877,0.31925613
100878,0.8052053
100879,0.7175516
100880,0.55105126
100881,0.42075214
100882,0.6678486
100883,0.2952832
100884,0.30978566
100885,0.81339675
100886,0.8301351
100887,0.8244645
100888,0.337551
100889,0.58253545
100890,0.81679064
100891,0.46058273
100892,0.79708207
100893,0.6680255
100894,0.8132147
100895,0.78504497
100896,0.82525533
100897,0.530055
100898,0.48073155
100899,0.8132377
100900,0.70075727
100901,0.564843
100902,0.83806765
100903,0.5696614
100904,0.8039951
100905,0.6229724
100906,0.69324833
100907,0.37363455
100908,0.8212467
100909,0.34798434
100910,0.80713105
100911,0.75344324
100912,0.488433
100913,0.8390135
100914,0.81426287
100915,0.81537974
100916,0.66723096
100917,0.2608029
100918,0.45122215
100919,0.8114282
100920,0.81429046
100921,0.620191
100922,0.7975855
100923,0.84231234
100924,0.24121979
100925,0.3651468
100926,0.8448653
100927,0.6618933
100928,0.64352477
100929,0.4848645
100930,0.63261217
100931,0.58163077
100932,0.3293416
100933,0.8338851
100934,0.8345944
100935,0.76341045
100936,0.749504
100937,0.37231627
100938,0.7968131
100939,0.6058043
100940,0.47019997
100941,0.6354455
100942,0.4046571
100943,0.8354202
100944,0.28342956
100945,0.6859182
100946,0.4136246
100947,0.56662405
100948,0.736076
100949,0.6875844
100950,0.29851702
100951,0.7382625
100952,0.8307192
100953,0.84598315
100954,0.84168905
100955,0.802788
100956,0.8353892
100957,0.80682844
100958,0.40618825
100959,0.7919285
100960,0.8449582
100961,0.72243893
100962,0.60840905
100963,0.6954352
100964,0.5558344
100965,0.8262159
100966,0.7440212
100967,0.5069034
100968,0.62196046
100969,0.2791391
100970,0.8067198
100971,0.46344635
100972,0.30036482
100973,0.74978316
100974,0.6323994
100975,0.29731652
100976,0.5999843
100977,0.32635865
100978,0.30199248
100979,0.83398557
100980,0.76027554
100981,0.6797251
100982,0.6660842
100983,0.7216593
100984,0.8304391
100985,0.7297251
100986,0.49217206
100987,0.844708
100988,0.3082577
100989,0.4416556
100990,0.45873395
100991,0.43770558
100992,0.7658664
100993,0.6420625
100994,0.32975873
100995,0.83859766
100996,0.83835477
100997,0.7296082
100998,0.84480184
100999,0.4461069
101000,0.8405838
101001,0.8367786
101002,0.82991266
101003,0.83463985
101004,0.7044605
101005,0.5427514
101006,0.8210372
101007,0.7053342
101008,0.3415667
101009,0.5881429
101010,0.8329831
101011,0.30493534
101012,0.7719884
101013,0.62365603
101014,0.8269379
101015,0.34018907
101016,0.64550716
101017,0.26561564
101018,0.6223345
101019,0.69272965
101020,0.8319072
101021,0.8206806
101022,0.8395767
101023,0.6478796
101024,0.48413292
101025,0.47889826
101026,0.23443973
101027,0.76613957
101028,0.30724
101029,0.5799893
101030,0.76411533
101031,0.43915045
101032,0.6070455
101033,0.83941305
101034,0.29209265
101035,0.5860253
101036,0.84137213
101037,0.4746695
101038,0.6950314
101039,0.34609056
101040,0.3604008
101041,0.5937482
101042,0.5424503
101043,0.7979471
101044,0.48525125
101045,0.67179793
101046,0.8440881
101047,0.6187243
101048,0.39385992
101049,0.7634194
101050,0.45566863
101051,0.81296855
101052,0.8084549
101053,0.502244
101054,0.83751845
101055,0.33574322
101056,0.7713072
101057,0.8429418
101058,0.5993883
101059,0.3386655
101060,0.6392406
101061,0.6864015
101062,0.27922586
101063,0.83024496
101064,0.61813444
101065,0.60886645
101066,0.8033658
101067,0.8197614
101068,0.6040614
101069,0.82131237
101070,0.84010935
101071,0.82467216
101072,0.7355211
101073,0.6233551
101074,0.2596219
101075,0.2948267
101076,0.55080914
101077,0.38229147
101078,0.84526724
101079,0.653221
101080,0.8372454
101081,0.65782
101082,0.3454915
101083,0.83880097
101084,0.57382476
101085,0.6069511
101086,0.84073704
101087,0.3817778
101088,0.83035916
101089,0.7766105
101090,0.50098217
101091,0.509562
101092,0.4615971
101093,0.4244854
101094,0.8199429
101095,0.24396025
101096,0.792217
101097,0.5899323
101098,0.63672686
101099,0.83789134
101100,0.3360622
101101,0.31447998
101102,0.5423424
101103,0.8267297
101104,0.8360009
101105,0.45631117
101106,0.74983317
101107,0.54394096
101108,0.8058722
101109,0.75457156
101110,0.83427256
101111,0.69952035
101112,0.35666686
101113,0.49408567
101114,0.7737175
101115,0.5018742
101116,0.34063372
101117,0.44412282
101118,0.2922592
101119,0.77424514
101120,0.40636408
101121,0.82672846
101122,0.83764315
101123,0.8369814
101124,0.7591506
101125,0.41278112
101126,0.6396263
101127,0.84480876
101128,0.30087334
101129,0.36810413
101130,0.37687558
101131,0.37336966
101132,0.29957747
101133,0.22220917
101134,0.5119099
101135,0.6818637
101136,0.75284976
101137,0.32667288
101138,0.7943371
101139,0.6774913
101140,0.82486707
101141,0.843077
101142,0.7314685
101143,0.31483868
101144,0.5450558
101145,0.36411855
101146,0.8133728
101147,0.29415768
101148,0.7965921
101149,0.7752497
101150,0.82301885
101151,0.83701324
101152,0.84160656
101153,0.5535035
101154,0.8442837
101155,0.68175054
101156,0.53297126
101157,0.583581
101158,0.46757022
101159,0.47216004
101160,0.8200957
101161,0.50880504
101162,0.8154407
101163,0.74860567
101164,0.5604441
101165,0.8082039
101166,0.56871617
101167,0.7383611
101168,0.2979748
101169,0.71465766
101170,0.33760616
101171,0.6064641
101172,0.35670862
101173,0.8421291
101174,0.28785825
101175,0.30549148
101176,0.5494306
101177,0.7181114
101178,0.45953876
101179,0.8098022
101180,0.3339057
101181,0.7992803
101182,0.83748406
101183,0.65268207
101184,0.7356124
101185,0.7913754
101186,0.46127313
101187,0.31055385
101188,0.82595235
101189,0.26579833
101190,0.32828927
101191,0.74008423
101192,0.7729676
101193,0.84573483
101194,0.35605145
101195,0.31645364
101196,0.42335773
101197,0.7750917
101198,0.3096065
101199,0.72371495
101200,0.8341224
101201,0.7619864
101202,0.8016839
101203,0.78749067
101204,0.54545355
101205,0.57232517
101206,0.84390855
101207,0.6544102
101208,0.2754341
101209,0.40970427
101210,0.56738824
101211,0.45574299
101212,0.8288429
101213,0.7412353
101214,0.357153
101215,0.38524726
101216,0.2871775
101217,0.7605313
101218,0.770791
101219,0.435649
101220,0.64687574
101221,0.50230074
101222,0.3602549
101223,0.4760906
101224,0.8050688
101225,0.4847503
101226,0.84620714
101227,0.23583278
101228,0.4246208
101229,0.75459695
101230,0.39828217
101231,0.31390318
101232,0.8234173
101233,0.45414162
101234,0.8340439
101235,0.8437215
101236,0.24230352
101237,0.84001243
101238,0.6301938
101239,0.4814188
101240,0.4013967
101241,0.64230865
101242,0.8046912
101243,0.68400294
101244,0.7253852
101245,0.82709455
101246,0.39411795
101247,0.7355292
101248,0.8319392
101249,0.8122503
101250,0.5459901
101251,0.6398214
101252,0.7801575
101253,0.64336497
101254,0.4267728
101255,0.84285754
101256,0.38831624
101257,0.41813955
101258,0.7918811
101259,0.76732326
101260,0.8183387
101261,0.32817188
101262,0.29330233
101263,0.73791564
101264,0.6969938
101265,0.50292724
101266,0.77680475
101267,0.5848283
101268,0.2777778
101269,0.8038936
101270,0.73558
101271,0.8082878
101272,0.54783714
101273,0.71603066
101274,0.6700955
101275,0.22702563
101276,0.8428439
101277,0.72595423
101278,0.83933496
101279,0.7721518
101280,0.67407817
101281,0.3722129
101282,0.68309253
101283,0.5990849
101284,0.38866946
101285,0.42886502
101286,0.8423373
101287,0.78645307
101288,0.53409696
101289,0.83253735
101290,0.79056376
101291,0.8398918
101292,0.8444366
101293,0.44558197
101294,0.3994605
101295,0.50149286
101296,0.8426475
101297,0.3332258
101298,0.81395507
101299,0.6514816
101300,0.8447925
101301,0.81680495
101302,0.82987845
101303,0.32495502
101304,0.7704795
101305,0.7724782
101306,0.44094935
101307,0.67407817
101308,0.36571798
101309,0.26642925
101310,0.75532395
101311,0.84352326
101312,0.8321437
101313,0.84143627
101314,0.2642308
101315,0.3332756
101316,0.76631904
101317,0.7912242
101318,0.8059187
101319,0.65898806
101320,0.49107173
101321,0.5009107
101322,0.5366784
101323,0.82384396
101324,0.8402234
101325,0.57382125
101326,0.45984095
101327,0.8266405
101328,0.51471496
101329,0.762585
101330,0.27050713
101331,0.84070677
101332,0.2488425
101333,0.7941663
101334,0.84052974
101335,0.84110105
101336,0.8379257
101337,0.84229535
101338,0.8331341
101339,0.5571091
101340,0.49228448
101341,0.6344102
101342,0.45206362
101343,0.750055
101344,0.47607645
101345,0.64628035
101346,0.82723665
101347,0.7080361
101348,0.7033187
101349,0.8274782
101350,0.8008748
101351,0.72372764
101352,0.74065274
101353,0.84149915
101354,0.72195005
101355,0.7481034
101356,0.7944829
101357,0.53316236
101358,0.49324083
101359,0.84275126
101360,0.8415669
101361,0.81565
101362,0.841029
101363,0.3760742
101364,0.75125617
101365,0.7013913
101366,0.8038664
101367,0.8405584
101368,0.79820794
101369,0.4864536
101370,0.2815045
101371,0.7779169
101372,0.28527847
101373,0.53916407
101374,0.8349093
101375,0.52245593
101376,0.80553424
101377,0.82932925
101378,0.8390004
101379,0.7154684
101380,0.6331109
101381,0.5957074
101382,0.8387067
101383,0.8460761
101384,0.72025925
101385,0.47697702
101386,0.34424204
101387,0.7586884
101388,0.4419622
101389,0.781893
101390,0.44605753
101391,0.7886141
101392,0.6415945
101393,0.7592982
101394,0.71882224
101395,0.8409163
101396,0.33189675
101397,0.74555767
101398,0.3182366
101399,0.7884879
101400,0.2351413
101401,0.82478833
101402,0.29686323
101403,0.40313163
101404,0.81754357
101405,0.4658642
101406,0.83180535
101407,0.74605745
101408,0.5724218
101409,0.6856064
101410,0.79746616
101411,0.8030796
101412,0.51025933
101413,0.33652532
101414,0.79894304
101415,0.34310615
101416,0.78136104
101417,0.8380594
101418,0.41370082
101419,0.8345275
101420,0.5887392
101421,0.6569168
101422,0.83608526
101423,0.7738567
101424,0.8154967
101425,0.7303414
101426,0.65707165
101427,0.78155226
101428,0.8386361
101429,0.6559168
101430,0.7689287
101431,0.80805933
101432,0.22361779
101433,0.84620714
101434,0.8459863
101435,0.8348934
101436,0.71739095
101437,0.58101445
101438,0.81203645
101439,0.81817096
101440,0.62337
101441,0.36818263
101442,0.4635264
101443,0.8230514
101444,0.35908186
101445,0.758453
101446,0.8137148
101447,0.77676135
101448,0.78279
101449,0.6435306
101450,0.54173434
101451,0.67676467
101452,0.82827234
101453,0.78577274
101454,0.29378876
101455,0.7985421
101456,0.6145026
101457,0.37270412
101458,0.38292384
101459,0.83856773
101460,0.81896234
101461,0.7994686
101462,0.60992146
101463,0.557844
101464,0.4968351
101465,0.76373106
101466,0.82727164
101467,0.69713503
101468,0.5990174
101469,0.7295006
101470,0.7272543
101471,0.5659065
101472,0.8342686
101473,0.83803993
101474,0.5352678
101475,0.5919463
101476,0.4755456
101477,0.5164995
101478,0.826953
101479,0.7450629
101480,0.27199012
101481,0.6856693
101482,0.82837784
101483,0.64079493
101484,0.38900402
101485,0.36081797
101486,0.8345992
101487,0.23293811
101488,0.29205483
101489,0.81974965
101490,0.39253405
101491,0.36357325
101492,0.2714723
101493,0.7715381
101494,0.36825278
101495,0.8318181
101496,0.84507626
101497,0.84355843
101498,0.81324583
101499,0.63140297
101500,0.7521879
101501,0.78817695
101502,0.58887035
101503,0.33193332
101504,0.60601187
101505,0.79511946
101506,0.3134493
101507,0.5963708
101508,0.7587167
101509,0.3251753
101510,0.47036594
101511,0.84384626
101512,0.44621488
101513,0.39029613
101514,0.70568544
101515,0.69877535
101516,0.7452322
101517,0.67520213
101518,0.25825715
101519,0.6095142
101520,0.489102
101521,0.5350196
101522,0.4960319
101523,0.22372958
101524,0.7895997
101525,0.8398436
101526,0.5036611
101527,0.79403657
101528,0.8341589
101529,0.31459093
101530,0.8251045
101531,0.7171161
101532,0.8446407
101533,0.57961327
101534,0.84520906
101535,0.8296734
101536,0.8296629
101537,0.7313618
101538,0.3396485
101539,0.84544086
101540,0.35893455
101541,0.37638283
101542,0.5785252
101543,0.837716
101544,0.83979833
101545,0.26950565
101546,0.8151406
101547,0.5151595
101548,0.3069986
101549,0.77285373
101550,0.7228073
101551,0.8439601
101552,0.7634358
101553,0.65090305
101554,0.844155
101555,0.56003034
101556,0.43201566
101557,0.28462398
101558,0.84529257
101559,0.48243618
101560,0.6526209
101561,0.45760554
101562,0.7164576
